video_path,label
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00535\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00548\00015.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00554\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00559\00078.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00594\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00694\00340.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00709\00206.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00909\00037.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00919\00063.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00946\00126.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00963\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00981\00092.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00990\00160.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id00999\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01051\00322.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01052\00076.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01058\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01098\00044.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01099\00206.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01102\00197.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01123\00072.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01126\00040.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01154\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01156\00078.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id01157\00048.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id02567\00040.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\men\id03205\00150.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00042\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00068\00004.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00071\00014.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00188\00020.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00232\00025.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00234\00063.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00262\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00270\00088.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00271\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00287\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00325\00015.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00328\00092.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00330\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00332\00293.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00365\00078.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00373\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00374\00311.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00379\00043.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00395\00420.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00403\00052.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00434\00046.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00484\00202.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00491\00122.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00495\00027.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00496\00015.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00569\00239.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00581\00010.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00589\00130.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00591\00001.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00633\00088.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00634\00078.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00735\00037.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00806\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00813\00169.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00823\00125.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00826\00065.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id00897\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id01001\00086.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id01002\00043.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id01018\00072.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03371\00430.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03589\00002.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03620\00081.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03649\00001.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03651\00092.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03716\00040.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03816\00093.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03844\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03858\00092.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Caucasian (European)\women\id03941\00021.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00032\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00033\00276.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00078\00114.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00082\00052.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00103\00241.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00350\00015.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00414\00052.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00459\00382.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00685\00146.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00732\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00745\00165.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00769\00015.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00773\00038.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00816\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00857\00347.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id00860\00154.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id03180\00039.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id03344\00114.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id03599\00072.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id03945\00063.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04526\00317.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04537\00083.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04554\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04560\00195.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04561\00248.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04562\00221.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04599\00111.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04601\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id04928\00027.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id06334\00015.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id06354\00021.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id06355\00347.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id06753\00021.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07058\00010.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07108\00412.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07161\00159.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07163\00141.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07165\00368.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07179\00206.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07182\00040.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07194\00014.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07195\00186.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07200\00045.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07210\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07233\00010.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07463\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id07768\00143.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id08313\00202.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id08314\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\men\id08457\00417.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00043\00135.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00080\00281.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00149\00284.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00235\00052.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00417\00069.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00461\00043.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00488\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00739\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id00747\00053.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id01026\00083.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id02089\00092.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id02310\00139.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id02619\00015.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id03559\00023.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id03815\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id03897\00021.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id03985\00005.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04070\00072.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04490\00054.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04529\00186.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04530\00231.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04564\00417.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04582\00180.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04583\00077.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id04927\00013.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id05434\00052.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id05435\00107.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id05478\00135.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id05845\00027.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id05920\00161.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id05931\00013.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06232\00025.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06254\00043.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06268\00159.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06343\00023.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06428\00043.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06437\00028.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06438\00110.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06439\00118.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06445\00150.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id06752\00221.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07008\00175.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07049\00043.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07051\00083.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07078\00405.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07136\00052.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07236\00143.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07377\00025.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07686\00254.mp4,real
FakeAVCeleb\RealVideo-RealAudio\Asian (South)\women\id07689\00028.mp4,real
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_10_id00476_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_10_id01076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_10_id01179_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_10_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_10_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_12_id00518_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_12_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_12_id00987_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_12_id01856_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_12_id02296_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_2_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_2_id00701_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_2_id01236_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_2_id01521_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_2_id01598_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_4_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_4_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_4_id01691_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_4_id01995_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_4_id02296_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_7_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_7_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_7_id01452_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_7_id01717_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_7_id01995_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_8_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_8_id00701_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_8_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_8_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_8_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_9_id00076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_9_id01036_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_9_id01452_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_9_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00076\00109_9_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00166\00010_id01637_5VjcPZm8knM_faceswap_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00166\00010_id01637_5VjcPZm8knM_faceswap_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00166\00010_id01637_5VjcPZm8knM_faceswap_id01171_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00166\00010_id01637_5VjcPZm8knM_faceswap_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00166\00010_id01637_5VjcPZm8knM_faceswap_id01598_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00173\00118_id00476_UgdYVJ6xPYg_faceswap_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00173\00118_id00476_UgdYVJ6xPYg_faceswap_id00173_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00173\00118_id00476_UgdYVJ6xPYg_faceswap_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00173\00118_id00476_UgdYVJ6xPYg_faceswap_id01598_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00173\00118_id00476_UgdYVJ6xPYg_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00366\00118_id00076_Isiq7cA-DNE_faceswap_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00366\00118_id00076_Isiq7cA-DNE_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00366\00118_id00076_Isiq7cA-DNE_faceswap_id02316_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00366\00118_id00076_Isiq7cA-DNE_faceswap_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00366\00118_id00076_Isiq7cA-DNE_faceswap_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00391\00052_id00476_UgdYVJ6xPYg_faceswap_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00391\00052_id00476_UgdYVJ6xPYg_faceswap_id01179_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00391\00052_id00476_UgdYVJ6xPYg_faceswap_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00391\00052_id00476_UgdYVJ6xPYg_faceswap_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00391\00052_id00476_UgdYVJ6xPYg_faceswap_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00475\00099_0_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00475\00099_0_id01920_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00475\00099_0_id01972_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00475\00099_0_id02316_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00475\00099_0_id04727_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00476_UgdYVJ6xPYg_faceswap_id00076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00476_UgdYVJ6xPYg_faceswap_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00476_UgdYVJ6xPYg_faceswap_id00781_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00476_UgdYVJ6xPYg_faceswap_id00830_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00476_UgdYVJ6xPYg_faceswap_id01207_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00781_fvsSae9yc0A_faceswap_id00476_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00781_fvsSae9yc0A_faceswap_id00944_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00781_fvsSae9yc0A_faceswap_id01597_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00781_fvsSae9yc0A_faceswap_id01691_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00476\00109_id00781_fvsSae9yc0A_faceswap_id04727_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00478\00109_11_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00478\00109_11_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00478\00109_11_id01856_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00478\00109_11_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00478\00109_11_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_0_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_0_id00391_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_0_id00830_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_0_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_0_id02268_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_1_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_1_id00987_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_1_id01076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_1_id01207_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_1_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_2_id01544_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_2_id01598_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_2_id01717_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_2_id01835_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_2_id02296_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_3_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_3_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_3_id01691_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_3_id02040_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00518\00031_3_id02268_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00701\00092_id01036_AohKaMtIHxA_faceswap_id00391_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00701\00092_id01036_AohKaMtIHxA_faceswap_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00701\00092_id01036_AohKaMtIHxA_faceswap_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00701\00092_id01036_AohKaMtIHxA_faceswap_id01610_wavtolip.mp4,fake
